"Guid","AccountId","AssistantName","AssistantPhone","Birthdate","Department","Description","Email","EmailBouncedReason","Fax","FirstName","HasOptedOutOfEmail","HomePhone","Jigsaw","LastName","LeadSource","MailingCity","MailingCountry","MailingGeocodeAccuracy","MailingLatitude","MailingLongitude","MailingPostalCode","MailingState","MailingStreet","MobilePhone","OtherCity","OtherCountry","OtherGeocodeAccuracy","OtherLatitude","OtherLongitude","OtherPhone","OtherPostalCode","OtherState","OtherStreet","Phone","Product_Areas__c","ReportsToId","Salutation","Title","ccrz__CompanyName__c","ccrz__CompanyType__c","ccrz__DataId__c","ccrz__IsPortalUser__c","ccrz__SelfRegistered__c"
0462dd0b-130c-4ae3-b7ce-78042e78a680,ac873130-7dbb-49d0-931b-b67d0cd545e3,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+509@gmail.com,"#N/A","#N/A",Reena,false,"#N/A","#N/A",Otes,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",(03) 5338 3941,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
04aaa4c7-55c7-4e38-a128-f2974072b942,7293e8c2-ab50-41eb-a6ff-d69304f0c02d,"#N/A","#N/A","#N/A","#N/A","Mr. William H. McDavid has been an Executive Vice President, General Counsel and Corporate Secretary at Federal Home Loan Mortgage Corporation since July 16, 2012. In the role as Principal Legal Counsel to Freddie Mac, Mr. McDavid has oversight and management responsibility for all legal and regulatory strategies, services and resources and corporate governance matters.",jmanningcongagdo+592@gmail.com,"#N/A","#N/A",Sadye,false,"#N/A","#N/A",Ebeneser,"#N/A",Arlington,USA,"#N/A","#N/A","#N/A",76011,TX,1 AT&T Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(437) 738-8912,"#N/A","#N/A","#N/A","EVP, General Counsel and Secretary",Prodly,"#N/A","#N/A",false,false
05723059-e45b-4ffd-ac32-1c811396a5f3,dd1a3417-cd38-41bf-9845-1227f1e6be7d,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+118@gmail.com,"#N/A","#N/A",Pearline,false,"#N/A","#N/A",Guilbert,"#N/A",BARTON BENDISH,UK,"#N/A","#N/A","#N/A",PE33 1YD,"#N/A",97 Gordon Terrace,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",76 4352 5277,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
05a80503-7a95-4264-b8af-2c0a6eb2c6c9,33a98544-91a7-43bf-80c1-f9585bacf14c,"#N/A","#N/A","#N/A","#N/A","Throughout his career, Mr. Albers has held a variety of managerial positions in development, operations, production and engineering. After several assignments in Texas and New Jersey, in 1991 he was transferred to Esso Australia in Melbourne as technical manager and later became operations manager. He then held positions as Alaska interests manager and production manager for the Western U.S.",jmanningcongagdo+595@gmail.com,"#N/A","#N/A",Lenka,false,"#N/A","#N/A",Adlai,"#N/A",Arlington,USA,"#N/A","#N/A","#N/A",76011,TX,1 AT&T Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(303) 999-1234,"#N/A","#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
070f2f4f-92f0-4ad6-ad7b-dd6fe7b1dff7,255b1945-7690-4a44-a43e-893031eab221,"#N/A","#N/A","#N/A","#N/A","Sun Park is Executive Vice President, Strategy and Development. Prior to joining AmerisourceBergen in 2012, he served in various leadership roles across corporate development, corporate strategy and R&D portfolio management at MedImmune, the global biologics division of AstraZeneca.",jmanningcongagdo+400@gmail.com,"#N/A","#N/A",Merridie,false,"#N/A","#N/A",Yulma,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(281) 590-4341,"#N/A","#N/A","#N/A",EVP Strategy and Development,Prodly,"#N/A","#N/A",false,false
0755985c-9291-4948-8eaa-f09f0f34a1ce,1de696f0-cda2-4b9b-8939-82058c7dd1c7,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+74@gmail.com,"#N/A","#N/A",Anni,false,"#N/A","#N/A",Elnar,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",79 0017 4455,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
080a5b4b-1cca-4a5d-a1aa-5ffc793cce58,37eab20d-bc06-4219-ba1a-73e62a0675d8,"#N/A","#N/A",1979-10-21,"#N/A","For the last five years, Johnson has been a member of Textron’s executive leadership team, leading the company’s worldwide human resources function as well as corporate communications, corporate real estate, community affairs and the company's aviation department. Johnson’s 20-year career with Textron has included a number of human resources roles with increasing levels of responsibility within several of its businesses.",jmanningcongagdo+521@gmail.com,"#N/A","#N/A",Grazia,false,"#N/A","#N/A",Brendan,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(841) 618-5498,"#N/A","#N/A","#N/A",CHRO,Prodly,"#N/A","#N/A",false,false
088a0fd3-01d4-44ac-812f-ed54a38dbd68,d3ce0c3b-5de5-4380-b294-a07984977133,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+445@gmail.com,"#N/A","#N/A",Linnet,false,"#N/A","#N/A",Alva,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(826) 246-3244,"#N/A","#N/A","#N/A","Executive Vice President, External Affairs",Prodly,"#N/A","#N/A",false,false
08bee5cc-c7eb-47ad-bc67-5a70938eb573,bd9e2ba2-510b-40f6-a4f6-e3405826455e,"#N/A","#N/A",1980-11-20,"#N/A","#N/A",jmanningcongagdo+527@gmail.com,"#N/A","#N/A",Novelia,false,"#N/A","#N/A",Hollis,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(223) 112-7164,"#N/A","#N/A","#N/A",President and CEO,Prodly,"#N/A","#N/A",false,false
09292d38-340f-4d55-9b4e-20ac9dad704b,31de496e-6d76-4f3d-9f0b-8a90d5fa3953,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+479@gmail.com,"#N/A","#N/A",Gipsy,false,"#N/A","#N/A",Paten,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",011 49 69 3576 6843,"#N/A","#N/A","#N/A","Vice President, IT",Prodly,"#N/A","#N/A",false,false
09b174dc-f037-4e6e-bb37-9a5ac1afd8d2,bd9e2ba2-510b-40f6-a4f6-e3405826455e,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+393@gmail.com,"#N/A","#N/A",Raphaela,false,"#N/A","#N/A",Jimmie,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(116) 278-7739,"#N/A","#N/A","#N/A",President - Latin America Group,Prodly,"#N/A","#N/A",false,false
0aa9fbb9-2b13-4aa0-96d7-1046ac8dff5b,cedccae0-9f14-450f-8e6a-7e45a5315cf2,"#N/A","#N/A","#N/A","#N/A","Randall was named to his current position in 2007. Since then, AT&T has invested to become a global leader in the rapidly converging technology, media and telecommunications (TMT) space, providing integrated solutions that range from premium video entertainment, high-speed Internet and mobility to IP network services, security and the Internet of Things (IoT).",jmanningcongagdo+326@gmail.com,"#N/A","#N/A",Astra,false,"#N/A","#N/A",Ruben,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(879) 351-6700,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0b903f33-aa40-4e34-9254-c69d83f2acdb,30717af3-96ff-4232-8f89-973a11dbc2e3,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+371@gmail.com,"#N/A","#N/A",Debbie,false,"#N/A","#N/A",Ansel,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(036) 886-8178,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
0ba195f7-111a-45c6-afaf-068d47b99ad8,d07c0209-8b57-490b-87aa-a3ffd7184d59,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+513@gmail.com,"#N/A","#N/A",Renate,false,"#N/A","#N/A",Sebastien,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 3945,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
0c213d53-a057-4f6e-bd07-a9149cbdecac,dca4e7b4-1e5d-4934-94c8-ba17ce18867f,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+848@gmail.com,"#N/A","#N/A",Gilbertine,false,"#N/A","#N/A",Salmon,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 4057,"#N/A","#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
0c222e73-0618-4bc4-8d6e-1e89e5056c94,7f232593-dd57-4b9a-9f33-092b936ea0e2,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+663@gmail.com,"#N/A","#N/A",Darda,false,"#N/A","#N/A",Reinhard,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 3989,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0c65dfff-f626-4561-8c6e-24abf482369d,17257b87-66a4-4136-97b4-fb6e8ea50638,"#N/A","#N/A",1988-07-01,"#N/A","Brian Sephton was appointed Chief Financial Officer of the company in January 2005 and Chief Legal & Governance Officer in October 2009, following the company’s merger with FCStone.",jmanningcongagdo+275@gmail.com,"#N/A","#N/A",Anneliese,false,"#N/A","#N/A",Stacee,"#N/A",Sydney,Australia,"#N/A","#N/A","#N/A",2000,NSW,201 Sussex Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(141) 430-2207,"#N/A","#N/A","#N/A",Chief Legal and General Counsel,Prodly,"#N/A","#N/A",false,false
0c699600-7383-4d26-8edf-37d2162d02ca,e968a95e-6041-41bc-9502-74e837e90ed1,"#N/A","#N/A","#N/A","#N/A","Marc A. Howze is Senior Vice President and Chief Administrative Officer, Deere & Company, a position he was appointed to in November 2016. In this role, he has responsibility for the primary administrative activities of the company, including Human Resources, Labor Relations, Public Affairs, Communications, Brand Management, and Security.",jmanningcongagdo+78@gmail.com,"#N/A","#N/A",Dael,false,"#N/A","#N/A",Ty,"#N/A",Denver,USA,"#N/A","#N/A","#N/A",80205,CO,2001 Blake Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(590) 978-4167,"#N/A","#N/A","#N/A","SVP, Chief Administrative Officer",Prodly,"#N/A","#N/A",false,false
0c95b5d8-f2e7-458d-b194-80a780011107,ac873130-7dbb-49d0-931b-b67d0cd545e3,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+510@gmail.com,"#N/A","#N/A",Laverne,false,"#N/A","#N/A",Irv,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 3942,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
0cd8564c-b0de-46be-a3fe-9eda56c003bf,1198948a-00fc-49bd-b6d1-d773d32707b7,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+710@gmail.com,"#N/A","#N/A",Daffi,false,"#N/A","#N/A",Carlo,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 4001,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0d4db59f-dd19-43fc-80dc-57f889b9187f,d8305531-be9d-46ab-9a77-5bb3a8908fe0,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+428@gmail.com,"#N/A","#N/A",Ardella,false,"#N/A","#N/A",Toiboid,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",(03) 5338 3911,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0ea4e0b2-715e-4e1f-809c-8516f7437740,4b468c50-1fd9-4aa8-9875-3168669217ab,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+448@gmail.com,"#N/A","#N/A",Daphene,false,"#N/A","#N/A",Jeromy,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",CA,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(919) 852-4049,"#N/A","#N/A","#N/A",EVP Chief Legal & General Counsel,Prodly,"#N/A","#N/A",false,false
0f06ae70-c390-4135-862a-bacfa531f4f8,2fa33049-7568-41de-8ddb-c3668c5df7c7,"#N/A",(03) 6237 6024,"#N/A",Operations,"#N/A",jmanningcongagdo+97@gmail.com,"#N/A",(03) 6237 6024,Edith,false,"#N/A","#N/A",Sebastien,"#N/A",Docklands,Australia,"#N/A","#N/A","#N/A",3008,VIC,50 Kerra Way,0416 660 867,Docklands,Australia,"#N/A","#N/A","#N/A","#N/A",3008,VIC,50 Kerra Way,(03) 6237 6024,"#N/A","#N/A","#N/A","VP, Supply Chain",Prodly,"#N/A","#N/A",false,false
0fac3651-44bb-452f-bd1b-997d406d0b14,b5cb46fb-9283-42f6-bded-28dce861d897,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+852@gmail.com,"#N/A","#N/A",Janetta,false,"#N/A","#N/A",Dallas,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",(03) 5338 4061,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
10080de6-4ed0-42b4-a824-a8c4f5b667c0,b6e57ffb-cd82-442e-9406-ac1b51350f35,"#N/A","#N/A","#N/A","#N/A",Bill McCanless has served as chief legal officer and secretary since 2015. He is responsible for the company’s legal function as well as advising the chairman and board of directors on corporate governance matters,jmanningcongagdo+823@gmail.com,"#N/A","#N/A",Adah,false,"#N/A","#N/A",Jerrie,"#N/A",Pittsburgh,USA,"#N/A","#N/A","#N/A",15212,PA,100 Art Rooney Avenue,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(309) 703-9727,"#N/A","#N/A","#N/A",Chief Legal Officer and Secretary,Prodly,"#N/A","#N/A",false,false
104b0c98-3e39-4d9b-9096-aab0bd138aa4,77c7fcd7-fc31-4fe9-91fa-c4c149ffd2c8,"#N/A","#N/A","#N/A","#N/A","Alain Monié is the chief executive officer of Ingram Micro Inc., a leader in delivering the full spectrum of global technology and supply-chain solutions to businesses around the world.",jmanningcongagdo+285@gmail.com,"#N/A","#N/A",Lucila,false,"#N/A","#N/A",Sly,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(581) 804-2887,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
109034af-a1e3-40dd-9e1a-5ab03a8dd3b9,9aaaa3e2-57c5-48cb-9e1e-2bc621b83f24,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+629@gmail.com,"#N/A","#N/A",Hali,false,"#N/A","#N/A",Wilbert,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+33 0 1 42 14 20 00,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
1090f199-d316-4082-8d64-4585665222c6,37f4dc52-4793-4fb0-9db2-2bf923f114d2,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+173@gmail.com,"#N/A","#N/A",Carilyn,false,"#N/A","#N/A",Barri,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",73 4352 5277,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
109dea5b-0456-4a47-ab55-6ca7868c576b,4a707258-ccb7-41b5-993a-b52f82bae0c9,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+585@gmail.com,"#N/A","#N/A",Alverta,false,"#N/A","#N/A",Dirk,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",(03) 5338 3967,"#N/A","#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
111cb908-3870-4a15-aaee-62c0afee6730,e4efbc40-7759-4960-8e64-478e58a10c9d,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+719@gmail.com,"#N/A","#N/A",Bill,false,"#N/A","#N/A",Cullie,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 4010,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
